,n_fires,ret_pct
2024-03-05,17.0,-0.22002905070378498
2024-03-06,11.0,0.5266971542034149
2024-03-07,22.0,0.08676673462120199
2024-03-11,18.0,-0.7153178801771132
2024-03-12,4.0,0.013651886684606929
2024-03-13,2.0,-1.5132725270416536
2024-03-14,1.0,0.6771215952804832
2024-03-15,2.0,-0.5567468627318717
2024-03-18,3.0,0.14688778023679294
2024-03-19,2.0,-1.0802196640288697
2024-03-20,1.0,0.09923428906801757
2024-03-21,4.0,0.79146856998078
2024-03-22,10.0,0.38524885010076115
2024-03-26,15.0,-0.416580634029895
2024-03-27,16.0,0.5405716783151604
2024-03-28,9.0,0.9187001078543977
2024-04-01,24.0,0.6050979178091831
2024-04-02,22.0,-0.03872860275131451
2024-04-03,11.0,-0.08306302403686683
2024-04-04,17.0,0.3565912488363576
2024-04-05,14.0,-0.004224679746289706
2024-04-08,27.0,0.6778164752814453
2024-04-09,18.0,-0.10390218270411866
2024-04-10,20.0,0.49044741142307835
2024-04-12,22.0,-1.0301592814249916
2024-04-15,10.0,-1.0963897188301042
2024-04-16,7.0,-0.5594325260972033
2024-04-18,19.0,-0.6865245850318225
2024-04-19,5.0,0.6871768688606394
2024-04-22,12.0,0.8551965982977361
2024-04-23,28.0,0.14147135985376202
2024-04-24,34.0,0.15379287654238016
2024-04-25,30.0,0.7496929606716884
2024-04-26,40.0,-0.6663626980883297
2024-04-29,24.0,0.996662256880243
2024-04-30,26.0,-0.170251731563964
2024-05-02,22.0,0.19177127972140884
2024-05-03,19.0,-0.7609859296553445
2024-05-06,14.0,-0.14749338156797576
2024-05-07,8.0,-0.6246985595782073
2024-05-08,7.0,0.0
2024-05-09,4.0,-1.546911781190452
2024-05-10,4.0,0.44494691449390444
2024-05-13,14.0,0.22149680905385605
2024-05-14,16.0,0.5148324587705533
2024-05-15,18.0,-0.07786004689536163
2024-05-16,28.0,0.9157377676264788
2024-05-17,31.0,0.27785403439750667
2024-05-21,50.0,0.2802051667603722
2024-05-22,21.0,0.3051615474950031
2024-05-23,26.0,1.6366619608483068
2024-05-24,30.0,-0.04593757337192361
2024-05-27,29.0,-0.10737589261899938
2024-05-28,14.0,-0.19317094176221072
2024-05-29,9.0,-0.8015115627261094
2024-05-30,7.0,-0.9515599658179275
2024-05-31,13.0,0.18697799732139142
2024-06-03,61.0,3.2542317695352763
2024-06-04,7.0,-5.929359941641077
2024-06-05,22.0,3.3624236760035675
2024-06-06,17.0,0.8888049244237806
2024-06-07,14.0,2.0539931466807104
2024-06-10,24.0,-0.13289382574128705
2024-06-11,17.0,0.02429314342191624
2024-06-12,18.0,0.2497312914139238
2024-06-13,24.0,0.32564994745150067
2024-06-14,37.0,0.28505279152657437
2024-06-18,37.0,0.3933450786960613
2024-06-19,19.0,-0.17786131162043084
2024-06-20,18.0,0.21687361796223215
2024-06-21,31.0,-0.279629951309035
2024-06-24,18.0,0.156375661610908
2024-06-25,24.0,0.7793879853915442
2024-06-26,26.0,0.6218040121837909
2024-06-27,28.0,0.7361040898544724
2024-06-28,34.0,-0.14099020825968367
2024-07-01,39.0,0.5470484349075377
2024-07-02,35.0,-0.07497161563467802
2024-07-03,31.0,0.6742306607722792
2024-07-04,46.0,0.06444070008029268
2024-07-05,45.0,0.0892892949850621
2024-07-08,44.0,-0.013562113637344275
2024-07-09,34.0,0.4631820986013446
2024-07-10,20.0,-0.4450911197766749
2024-07-11,26.0,-0.03494426502141934
2024-07-12,37.0,0.7657573644356042
2024-07-15,42.0,0.3450669707641296
2024-07-16,30.0,0.10697158254551198
2024-07-18,25.0,0.7632129743428306
2024-07-19,11.0,-1.0884676251089243
2024-07-22,11.0,-0.08825762723847497
2024-07-23,13.0,-0.12321559717249908
2024-07-24,25.0,-0.2677831825905974
2024-07-25,21.0,-0.030312698404566518
2024-07-26,40.0,1.756732976027453
2024-07-29,28.0,0.00503324972633834
2024-07-30,22.0,0.08536433743000504
2024-07-31,27.0,0.377553501085659
2024-08-01,26.0,0.23946791656728195
2024-08-02,11.0,-1.172293549195469
2024-08-05,2.0,-2.678645789462286
2024-08-06,7.0,-0.26209626510589334
2024-08-07,14.0,1.2710162480444431
2024-08-08,15.0,-0.7428747813561065
2024-08-09,11.0,1.0386864037815746
2024-08-12,11.0,-0.08412844977941925
2024-08-13,10.0,-0.8543146999630324
2024-08-14,5.0,0.019677699987563635
2024-08-16,14.0,1.6459762490292462
2024-08-19,21.0,0.12835584110202358
2024-08-20,18.0,0.5135759339910173
2024-08-21,22.0,0.28887826964991703
2024-08-22,22.0,0.1667357653657442
2024-08-23,16.0,0.046955607782672715
2024-08-26,22.0,0.7551387144671073
2024-08-27,17.0,0.02858944102370753
2024-08-28,22.0,0.138300244326528
2024-08-29,11.0,0.397565940632294
2024-08-30,24.0,0.3337760073577778
2024-09-02,22.0,0.1695950113232314
2024-09-03,15.0,0.004550829989491412
2024-09-04,17.0,-0.3210082017058524
