ticker,date,group,ema34_rising10,fresh,swing_pnl,day1_pnl
BHARTIARTL,2021-11-01,Common,10.0,True,2.398521223365324,-0.7968656459690915
BHARTIARTL,2021-11-10,Common,10.0,False,-0.4907221173356624,-0.15791350415158556
BHARTIARTL,2021-11-12,Common,10.0,False,-0.026000499035983005,-0.3089043732946828
BHARTIARTL,2021-11-22,Common,10.0,True,-6.219575635770536,-0.6308937884304866
BHARTIARTL,2021-11-23,Common,10.0,False,-8.967634291269167,0.5620732455163369
BHARTIARTL,2021-11-24,Common,10.0,False,-10.375845842138675,-0.7524809862685555
BHARTIARTL,2022-01-12,Delta,7.0,True,-0.3386917716673321,0.67635452163195
BHARTIARTL,2022-03-28,Common,10.0,True,-1.1057784957223205,1.2042626346605356
BHARTIARTL,2022-03-29,Common,10.0,False,-2.320149591256737,2.978999169687535
BHARTIARTL,2022-03-30,Common,10.0,True,-3.659944054302533,-1.8016079497662374
BHARTIARTL,2022-04-04,Common,10.0,False,-2.746305343304989,-0.7689228302570905
BHARTIARTL,2022-04-06,Common,10.0,False,-5.119563472957777,-0.4975124378109319
BHARTIARTL,2022-08-10,Delta,8.0,True,1.317358588330353,0.7357561198190421
BHARTIARTL,2022-08-17,Common,10.0,True,5.290889749983418,0.2770378571270493
BHARTIARTL,2022-08-18,Common,10.0,False,4.528070247376781,0.26456245728991856
BHARTIARTL,2022-08-23,Common,10.0,False,2.692883898951881,-2.487292454243839
BHARTIARTL,2022-08-24,Common,10.0,False,2.0014424279370058,-0.20272830844968448
BHARTIARTL,2022-09-06,Common,10.0,False,3.4670175120944835,-0.32600353154302875
BHARTIARTL,2022-09-08,Common,10.0,False,2.006308327642836,0.5430364517282849
BHARTIARTL,2022-09-13,Common,10.0,False,2.5670647297100446,-0.4975124378109319
BHARTIARTL,2022-09-20,Common,10.0,False,0.6665904920945431,-0.3087389897181603
BHARTIARTL,2022-09-30,Common,10.0,True,0.1392005575557187,0.30150682148386565
BHARTIARTL,2022-10-03,Common,10.0,False,-1.3215765679674862,-0.005534748999125316
BHARTIARTL,2022-10-27,Delta,8.0,True,2.5214484851285413,0.9195508525484231
BHARTIARTL,2022-10-31,Common,9.0,False,2.302648630310822,-0.06300671806822589
BHARTIARTL,2022-11-17,Common,10.0,False,-1.847319574466566,0.19802350717725847
BHARTIARTL,2022-11-22,Common,10.0,True,-2.218504127011789,-0.608357394620429
BHARTIARTL,2023-05-02,Delta,8.0,True,-0.7580358438340817,-1.4341654867459197
BHARTIARTL,2023-05-25,Common,10.0,True,4.539421882994565,1.8333773891007654
BHARTIARTL,2023-05-31,Common,10.0,False,0.6541893022654399,0.5282230685603739
BHARTIARTL,2023-06-27,Common,10.0,True,0.4251417499578469,0.2809770331189787
BHARTIARTL,2023-06-30,Common,10.0,False,0.9148425410265393,0.23144631614373523
BHARTIARTL,2023-07-10,Common,10.0,False,0.14959414781829938,0.16084542782912603
BHARTIARTL,2023-09-13,Delta,6.0,False,3.903241673846325,2.1440469479672153
BHARTIARTL,2023-09-15,Delta,8.0,False,2.501829407808076,0.4536354790786179
BHARTIARTL,2023-10-10,Common,10.0,False,-2.936195954090337,0.7882389919756205
BHARTIARTL,2023-11-28,Common,10.0,False,2.9206680366801407,1.0137918373537502
BHARTIARTL,2023-11-29,Common,10.0,False,4.024414809964605,0.20746470078756296
BHARTIARTL,2023-11-30,Common,10.0,False,2.0515582600914906,0.2830178968699748
BHARTIARTL,2023-12-04,Common,10.0,False,-2.706409517910424,1.0837515740593773
