group,fresh,swing_pnl,day1_pnl
Common,False,-8.179416675600171,-0.916417092402011
Delta,True,-2.975333344605824,3.5022549616509746
Common,False,-1.7322835597450403,-2.3481655026873383
Delta,True,10.099977411984984,2.2966012192143115
Delta,True,4.933443021668338,-1.0373089345316777
Delta,True,3.2530142188302413,-0.9519396594651175
Delta,True,-3.9076930146253575,0.07182397869807122
Delta,False,-2.8729599358904734,1.8142755933548305
Common,True,-4.510731448225592,-0.7002911094377673
Delta,True,0.3383528608933206,0.24675242887977067
Common,True,-3.325949593587818,5.531233977338701
Common,False,-5.776524104561642,-1.3580744924028387
Common,False,-7.998711789258451,-0.33813845880048543
Common,False,-9.679561444685604,-0.7843667384804021
Common,True,7.42800955761449,1.0558244638219527
Common,True,5.714770132299107,1.6880453960230968
Common,False,10.270032127427942,3.320982463982669
Common,False,5.667696142426837,-0.34936977642802125
Common,False,11.028561324963771,0.9107706950848504
Common,False,9.610947798049052,3.253906329590328
Common,False,3.889632424018097,-3.896357429231345
Common,False,2.522542656534821,0.6683571776090247
Common,False,1.5613938191298082,-3.251599147121531
Common,False,5.69326532870571,1.3557489713296178
Common,False,3.9167701781824382,-1.955206069060711
Common,False,-5.886866722059681,3.7721173478606707
Delta,True,-2.168271246898512,-0.3776989210764081
Common,True,7.791477333274588,2.1286950431909535
Common,True,3.903444906700315,0.5309027157795798
Common,False,3.2897078666567436,0.3302952790126046
Common,False,2.4818765205393056,-1.1545791676561001
Common,False,1.6886572807133238,0.32357211986224765
Common,False,3.1964581198998365,-0.7200406656507341
Common,False,2.6330675678498006,0.8182941055873805
Common,False,5.921101960201791,-0.25661329215623807
Common,False,5.2849097793014055,1.1232277734076312
Common,False,15.103785161897033,-0.36793302075626144
Common,False,12.930773199458478,0.9445525993222459
Common,False,10.925488185190435,0.08398474500048714
Common,False,9.790317882454636,0.5355130170430877
Common,False,8.982144765910993,1.0772416899675452
Common,False,7.913735146117151,-2.089461722553121
Common,False,6.987696340576788,0.7284535125923641
Common,False,5.463465043059723,0.6844075994660415
Common,False,10.165714415752113,0.5714336164061917
Common,False,9.292799350985725,3.4827292083074113
Common,False,11.82533577351439,0.13562462303353673
Common,False,4.805540684153775,-2.1215329504392644
Common,False,8.427856805949506,2.88723696884563
Common,False,5.007111173132439,-0.4797908222984537
Common,False,2.6252871882327167,0.9859595423452383
Common,False,6.331326118621283,-0.21244427194788695
Common,False,-3.2353699534196534,0.09076749775778215
Common,False,-4.284013657547203,3.5564968946840247
Common,False,-14.274352251335898,-1.7914844793002094
Common,False,6.666370423127033,5.741379991653317
Common,False,0.24168350291984275,2.790115854272246
Common,False,-2.872464049277168,-0.9610975790843246
Common,False,-3.4108664928797827,-1.0848498374762983
Delta,True,1.5831349637646541,-1.7771226173658339
Delta,True,17.727744677236924,1.678788154851385
Common,True,22.777795631556707,19.126275628375833
Common,False,4.401301919381595,14.84969697740528
Common,True,1.8497624010112457,0.5812892972834494
Common,True,-6.606637037894902,-0.09216767761579536
Common,True,-5.358893649891905,1.519822624646694
Delta,True,13.484878685345647,0.2470551857365555
Delta,False,9.025205289784232,18.099291595970058
Delta,False,-0.7661732598151505,-3.8110525938197415
Common,True,2.4653076843220045,0.3576336319600193
Common,True,3.0179274450274907,0.5522250888253089
Common,False,-1.0492864288097148,-0.2316105530255297
Common,True,-5.216210728946424,-0.8298992638808622
Common,False,-8.507283727166847,0.07343811097986208
Delta,True,14.239824499549503,6.741881145453843
Delta,False,-0.3412153076002733,-1.8997788509010904
Common,False,-8.748980113577753,1.2909022448098773
Delta,True,2.3672140852911916,0.4347936637087324
Common,True,0.4663509663322296,-0.49959176261178406
Delta,True,-0.7982283383880406,-0.07896463623568994
Delta,True,-0.6186157176653051,-0.6953105194090203
Delta,True,-2.8254016941274496,-1.6754795523814536
Delta,True,-0.2061127715564215,1.254846518558006
Common,True,2.4924789557859484,0.6992557034680935
Common,True,1.114944825403974,0.4921210686507971
Delta,True,-0.4016008826215889,1.6662485007157724
Delta,True,3.1511802082185625,3.461364220733909
Delta,False,-2.889584647526211,1.9562944353938239
Common,False,-5.220043115444762,-0.6471965108642452
Delta,True,14.359119236772312,3.6741020955252335
Delta,True,11.181005686885182,0.009447897151582119
Delta,False,8.595639650302234,-0.14188256899511087
Delta,False,7.160621106243337,-0.9550483665656029
Common,False,5.275988332584913,0.8160309031769453
Common,False,5.833687836890644,3.3599694150663106
Common,False,2.203854741658451,-1.5295463860963698
Common,False,10.459237006672195,0.569252544397636
Common,False,7.332122779492201,0.5034489116297225
Common,False,11.201319583887258,8.524408202019895
Common,False,4.247144833621408,-1.2291483757682187
Common,False,8.202870807983388,1.0253183033913649
Common,False,6.0946804771724095,3.790545978225146
Common,False,1.8001905316404887,-0.21697424271179822
Common,False,-0.9609293797322116,-0.8196030196868653
Common,True,0.8708454882391692,1.1336202191538414
Common,True,-4.913809473836849,0.8355880928613724
Common,True,0.8571689697983498,3.014635130779819
Common,False,-7.1997715152641195,-0.901994094567804
Common,True,12.183477550399058,6.040311264191889
Common,False,8.337827666149522,1.1733062884884182
Common,False,4.951259357494764,-3.0484721200500386
Common,False,1.527985585566416,-2.610930960975688
Common,False,4.481609057584457,3.29229462425904
Common,False,1.7145212474945604,-1.4268409223312295
Common,False,-5.286287684259783,-2.3961464761000473
Common,False,8.661118593336603,3.581338185018823
Common,False,4.7131926376483335,0.7566771212946355
Common,False,3.311648139510792,0.6761066462559029
Common,False,2.5500395636483653,1.9189944326436503
Common,True,-9.770080316728025,-0.0706273120742118
Common,True,30.007372615605533,5.009802426302956
