ticker,date,direction,streak_len,swing_pnl,day1_pnl
ABCAPITAL,2025-04-22,up,6,5.977743838695049,-0.5169326516593853
ABCAPITAL,2025-04-23,up,7,4.953754843804226,-0.4879034879511579
ABCAPITAL,2025-05-14,up,1,6.601684485193249,3.2438917582413795
ABCAPITAL,2025-05-21,up,1,5.572414229523814,0.41161728818801535
ABCAPITAL,2025-05-22,down,1,4.710891193540401,0.35485057594906166
ABCAPITAL,2025-06-02,down,2,3.6362130911838264,-0.275507786199658
ABCAPITAL,2025-06-03,down,3,3.0430633531746576,-1.2215197997719307
ABCAPITAL,2025-06-06,up,3,20.905561780550762,2.6474287263359875
ABCAPITAL,2025-06-09,up,4,17.72220273641958,2.8155482897472606
ABCAPITAL,2025-06-10,up,5,13.207645618994013,0.6108455579200367
ABCAPITAL,2025-06-11,up,6,0.2683539360140541,-0.7393682140966473
ABCAPITAL,2025-06-17,down,1,9.730228456509792,1.4846088283681391
ABCAPITAL,2025-06-18,down,2,7.692228123495459,-0.7893085890196883
ABCAPITAL,2025-06-20,up,1,6.168706795847512,-0.7353279100882681
ABCAPITAL,2025-06-23,down,1,4.723526017429491,1.7725062898435562
ABCAPITAL,2025-06-24,up,1,3.259049256349722,1.7482186658709153
ABCAPITAL,2025-06-26,up,3,-2.4200862362744546,0.4093640841567714
ABCAPITAL,2025-07-01,up,1,-3.9109922252351548,0.5079237548093474
ABCAPITAL,2025-08-18,up,3,2.0601176487172523,-0.23474178403753987
ABCAPITAL,2025-08-19,up,4,0.8527280020595107,-0.4282650036944835
ABCAPITAL,2025-08-21,up,6,0.15529873300650365,0.2583703179843244
ABCAPITAL,2025-09-12,up,8,1.7072469134671975,-0.8197506373925689
ABCAPITAL,2025-10-01,up,1,1.7457801631802106,-0.09870080742097054
ABCAPITAL,2025-10-03,up,2,2.5212114861088653,0.6241979187874724
ABCAPITAL,2025-10-07,up,4,1.3946620317979885,-1.9655819264334018
ABCAPITAL,2025-10-23,up,6,5.9889602819555465,0.1673569545082687
ABCAPITAL,2025-10-28,down,1,4.255890852904365,-0.14658795632561672
ABCAPITAL,2025-10-30,down,1,5.692092184347408,2.2065371370596276
ABCAPITAL,2025-10-31,down,2,2.3168883852693556,-1.4507735088036156
ABCAPITAL,2025-11-03,up,1,0.9354721998606985,0.1294177717556355
ABCAPITAL,2025-11-07,down,3,2.300998639845808,0.36128698663955294
ABCAPITAL,2025-11-25,down,3,5.686335840859158,2.4099336970360152
ABCAPITAL,2025-11-26,up,1,2.7302932844397887,0.42062247002263575
ABCAPITAL,2025-11-27,up,2,1.7574648092699041,0.1265089273094766
ABCAPITAL,2025-11-28,down,1,1.0088229469277232,0.7976546759585368
ABCAPITAL,2025-12-09,down,2,-1.2977248663501806,0.7993812440573622
ABCAPITAL,2025-12-10,down,3,-1.813173974007698,-1.9352495888472543
ABCAPITAL,2026-04-22,down,1,-0.8095675871577557,-1.2067247511551193
ABCAPITAL,2026-05-04,up,1,2.027575405052784,-2.5877189037659676
ABCAPITAL,2026-05-05,down,1,0.20631593570807905,0.7445435789154242
ABCAPITAL,2026-05-06,up,1,-0.18293579621222467,1.4446683704544494
ABCAPITAL,2026-05-07,down,1,-2.9550268007696445,-1.4324351397375423
ABCAPITAL,2026-06-24,up,1,1.2306636718846242,0.2971940362164638
ABCAPITAL,2026-06-25,up,2,0.6945097965406433,-2.1287007585025552
ABCAPITAL,2026-07-03,up,3,-1.8678984982287816,0.23750825050077307
ABCAPITAL,2026-07-06,up,4,-1.6153768915837308,0.6694920459431319
ABFRL,2021-10-05,up,2,7.8075805066426085,
ABFRL,2021-10-07,up,1,4.316512505261194,
ABFRL,2021-10-08,up,2,3.3996998279095303,
ABFRL,2021-10-12,up,4,8.17610292068549,
ABFRL,2021-11-02,down,1,11.357555683726716,
ABFRL,2021-11-03,down,2,4.97890563706036,
ABFRL,2021-11-09,down,1,-13.420553943240366,
ABFRL,2021-11-10,down,2,-14.990048966127368,
ABFRL,2022-01-12,up,4,-5.0840335909048235,
ABFRL,2022-01-13,up,5,-4.489249661603023,
ABFRL,2022-01-14,down,1,-6.49531729342675,
ABFRL,2022-01-17,up,1,-8.036538094166556,
ABFRL,2022-01-18,down,1,-5.947551454769728,
ABFRL,2022-09-02,down,2,3.8904073577224585,
ABFRL,2022-09-07,down,2,3.897867453820014,
ABFRL,2024-02-06,up,1,-10.681887075803564,
ABFRL,2024-02-07,up,2,-10.620016098584983,
ABFRL,2024-02-08,down,1,-15.281815140463205,
ABFRL,2024-04-23,up,3,7.05164882864564,
ABFRL,2024-04-26,down,1,2.4890122313266483,
ABFRL,2024-05-21,up,3,-1.517955648791014,
ABFRL,2024-05-24,down,1,-8.38522257869908,
ABFRL,2024-05-28,down,3,8.845689373060406,
ABFRL,2024-05-29,down,4,5.934398119901196,
ABFRL,2024-05-30,down,5,4.097450917004464,
ABFRL,2024-06-05,up,1,4.146486043743902,
ABFRL,2024-06-06,up,2,-0.2738813040215726,
ABFRL,2024-06-07,up,3,-1.414586055895617,
ABFRL,2024-06-10,down,1,-0.45220349398615856,
ABFRL,2024-07-04,up,2,-1.3643091092013448,
ABFRL,2024-07-29,up,2,-4.127147715375923,
ABFRL,2024-09-24,up,4,-2.762471529713295,
ABFRL,2024-09-27,down,1,-8.873707112170425,
ABFRL,2025-09-22,down,2,-14.696951153769112,
ABREL,2024-04-25,up,5,10.92689468092669,
ABREL,2024-04-26,down,1,8.382304419388898,
ABREL,2024-04-29,up,1,7.3989960120327325,
ABREL,2024-05-15,down,1,4.588832884733374,
ABREL,2024-05-17,up,2,-11.185250219490783,
ABREL,2024-05-21,up,3,-3.736492197775465,
ABREL,2024-05-24,down,1,1.3347148069162484,
ABREL,2024-07-02,down,1,-5.060367112371988,
ABREL,2024-09-11,down,1,12.087782431714956,
ABREL,2024-09-12,up,1,1.817060063317677,
ABREL,2024-09-13,down,1,-7.094734017324866,
ACC,2022-04-11,down,1,3.0703733563311353,
ACC,2022-04-25,down,2,-4.245299160760895,
ACC,2022-04-26,up,1,-4.051636521263047,
ACC,2022-04-27,down,1,-5.049272059920106,
ACC,2022-04-28,up,1,-5.652223592790772,
ACC,2022-09-07,down,2,15.909478254432074,
ACC,2022-09-09,up,2,11.296725391264895,
ACC,2022-09-13,up,4,-5.894736748754992,
ACC,2022-09-14,down,1,-8.736460209026909,
ACC,2022-11-28,up,5,4.388593810272701,
ACC,2022-11-29,up,6,1.4393232422238222,
ACC,2022-12-01,up,8,-2.677276993558464,
ACC,2022-12-02,down,1,-9.280566113753064,
ACC,2022-12-06,down,1,-6.205432288766122,
ACC,2022-12-13,up,2,-8.5177136173204,
ACC,2023-08-03,down,3,-3.8510035333854997,
ACC,2023-12-14,up,2,6.655628582599871,
ACC,2024-01-02,down,1,-2.789153736984318,
ACC,2024-01-04,up,1,5.209228973616686,
ACC,2024-01-05,up,2,3.722591072255166,
ACC,2024-01-25,down,1,11.410658959281704,
ACC,2024-02-09,up,1,4.754859693165381,
ACC,2024-02-12,down,1,2.3389631180110726,
ACC,2024-02-16,up,4,-2.3293700635043546,
ACC,2024-06-03,up,2,-3.976441061519087,
ACC,2024-07-01,up,1,-2.9704077685219654,
ACE,2024-03-27,up,1,11.91766133166925,
ACE,2024-04-01,up,3,-5.500000006803374,
ACE,2024-04-02,down,1,-5.436123627371536,
ACE,2025-09-19,down,1,-7.119557635726181,
ACMESOLAR,2026-06-05,down,1,8.562479129307876,
ACMESOLAR,2026-06-08,down,2,4.823106688778345,
ACMESOLAR,2026-06-24,up,1,5.55613540688169,
ACMESOLAR,2026-06-29,down,1,6.157718319803718,
ACUTAAS,2021-10-18,up,7,-26.43445805021343,
ACUTAAS,2026-02-24,down,1,-4.428076312233475,
ACUTAAS,2026-03-24,up,1,-14.6740327418301,
ACUTAAS,2026-03-25,up,2,-5.379187796493412,
ACUTAAS,2026-05-06,up,1,2.805825608286705,
ACUTAAS,2026-05-08,down,2,8.76038395794254,
ACUTAAS,2026-05-11,down,3,8.208500893277382,
ACUTAAS,2026-05-12,down,4,5.680443881257458,
ACUTAAS,2026-05-19,down,1,4.757101721021084,
ACUTAAS,2026-05-21,down,1,3.7769431043431556,
ACUTAAS,2026-05-26,down,1,3.0385263763825554,
ACUTAAS,2026-05-29,down,3,7.688397539599778,
ACUTAAS,2026-06-05,down,1,-6.477464682086687,
ACUTAAS,2026-06-08,down,2,6.018328888362023,
ACUTAAS,2026-06-24,up,1,7.58932462451003,
ACUTAAS,2026-06-29,down,1,9.591812105082042,
ACUTAAS,2026-07-02,up,2,-4.656768852241555,
ACUTAAS,2026-07-21,down,2,-12.03391373966154,
ADANIENSOL,2022-04-07,down,3,6.149083684080492,-2.1899655649121996
ADANIENSOL,2022-04-11,down,1,2.818199463862814,1.9207250106314966
ADANIENSOL,2022-04-12,down,2,0.15414735673429103,-1.788365143950088
ADANIENSOL,2022-04-29,down,1,-23.75405373231837,-3.8258186419817264
ADANIENSOL,2022-07-11,down,1,19.755757591002055,2.7105079318495706
ADANIENSOL,2022-07-12,down,2,12.385070197965042,0.2198964084955568
ADANIENSOL,2022-07-14,down,4,10.033053001572888,5.107460646403483
ADANIENSOL,2022-07-15,up,1,4.355124802840771,-1.9405502000956365
ADANIENSOL,2022-07-19,up,3,2.4546175630539624,0.22734012058911457
ADANIENSOL,2022-07-20,up,4,1.6802316925477845,-1.7727661397252903
ADANIENSOL,2022-07-29,up,3,16.78005872701498,1.476971685844175
ADANIENSOL,2022-08-01,up,4,17.33743398953187,3.8609420530886007
ADANIENSOL,2022-08-02,up,5,12.571964174722305,4.066506796298341
ADANIENSOL,2022-08-03,up,6,8.44094319720039,1.3237126395911236
ADANIENSOL,2022-08-16,up,6,7.975463208251621,0.5106748833933583
ADANIENSOL,2022-08-17,up,7,6.895380539418761,-0.4295806104429589
ADANIENSOL,2022-08-19,down,1,5.731680934923777,-0.37136284786905005
ADANIENSOL,2022-08-24,up,2,3.688432364318328,-1.3285125269442144
ADANIENSOL,2022-08-29,down,1,5.721065710499684,2.7885670721688793
ADANIENSOL,2022-08-30,up,1,1.763330399318197,1.1536649151485445
ADANIENSOL,2022-09-13,up,4,-23.218642402027655,-4.135449236033262
ADANIENSOL,2022-09-15,down,2,-23.72737777752342,0.259439001312467
ADANIENSOL,2022-09-16,down,3,-25.820779103438653,-1.0912026977285327
ADANIENSOL,2023-08-18,down,2,-4.951710599118364,2.897278314310814
ADANIENSOL,2023-08-21,up,1,-9.629702471197554,5.189931281616267
ADANIENSOL,2023-08-22,up,2,-9.006471100189085,3.025644310635678
ADANIENSOL,2024-01-03,down,2,-6.01072650929747,6.735824423979397
ADANIENSOL,2024-06-03,up,2,-12.61221005090043,5.0988518117425
ADANIENSOL,2025-03-21,up,5,5.52945788505077,1.406696771307514
ADANIENSOL,2025-03-27,up,1,10.29332636212179,2.545300888627522
ADANIENSOL,2025-03-28,down,1,8.438486236585874,-3.3220759420585666
ADANIENSOL,2025-04-03,down,1,-1.3314253178614677,-2.0319175662242173
ADANIENSOL,2025-04-17,up,4,-3.9575130343919795,1.816498900844632
ADANIENSOL,2025-04-21,up,5,-3.9806291693048834,0.02283400649500944
ADANIENSOL,2025-04-24,down,1,-4.057165406584684,2.543132598336051
ADANIENSOL,2025-04-25,down,2,-8.976265810270412,-6.406017814823361
ADANIENSOL,2025-09-22,down,2,3.34866269320806,4.2064427583993425
ADANIENSOL,2025-10-16,up,2,-0.14102045996964296,-1.4359196857683276
ADANIENSOL,2025-10-29,up,1,3.092460075632042,0.8409489999494202
ADANIENSOL,2025-10-31,down,2,-1.848153799982044,-0.14341105858606262
ADANIENSOL,2025-11-04,down,1,-1.951620943918353,-2.475889714820134
ADANIENSOL,2025-11-12,up,3,-4.581937001441839,-1.2651862146211168
ADANIENSOL,2025-11-13,up,4,-5.357702927357044,0.028442803904482616
ADANIENSOL,2025-11-14,up,5,-5.963787090524897,-1.482209997562256
ADANIENSOL,2026-01-01,up,2,-12.470559862157627,1.804628783869866
ADANIENSOL,2026-01-02,up,3,-14.836662126064526,-1.1535522277407728
ADANIENSOL,2026-02-24,down,1,-0.6986723637814274,-0.2867879443303578
ADANIENSOL,2026-04-17,up,1,10.719276782896237,1.4124154005036083
ADANIENSOL,2026-04-20,up,2,7.48893051684143,-0.348231247935904
ADANIENSOL,2026-04-22,down,1,-1.0522263765858852,5.165230756785211
ADANIENSOL,2026-04-24,down,3,-4.876631953599386,2.0483283018085885
ADANIENSOL,2026-04-27,up,1,-7.16592476215413,0.5429012421445556
ADANIENSOL,2026-04-28,down,1,-7.830786829994074,-1.4698015324560165
ADANIENSOL,2026-05-27,down,2,5.5167413436511215,4.053271292024596
ADANIENSOL,2026-05-29,down,3,0.791905914303781,-2.859324039349409
ADANIENSOL,2026-06-05,down,1,-6.303135925436953,-1.7330185049373004
ADANIENSOL,2026-06-08,down,2,-6.750025070442378,-0.1223616798530558
ADANIENSOL,2026-07-07,down,1,1.889540534296552,-1.1605810726691645
ADANIENSOL,2026-07-16,down,1,-5.948989115713276,-1.3044947510571392
ADANIENSOL,2026-07-17,up,1,-6.995984778747455,-1.5815418321237784
ADANIENSOL,2026-07-21,down,2,-8.179416675600171,-0.916417092402011
ADANIENT,2021-10-18,up,7,-1.7322835597450403,-2.3481655026873383
ADANIENT,2021-11-24,down,1,-4.510731448225592,-0.7002911094377673
ADANIENT,2022-01-11,up,3,-3.325949593587818,5.531233977338701
ADANIENT,2022-01-12,up,4,-5.776524104561642,-1.3580744924028387
ADANIENT,2022-01-14,down,1,-7.998711789258451,-0.33813845880048543
ADANIENT,2022-01-17,up,1,-9.679561444685604,-0.7843667384804021
ADANIENT,2022-03-25,down,3,7.42800955761449,1.0558244638219527
ADANIENT,2022-03-28,up,1,5.714770132299107,1.6880453960230968
ADANIENT,2022-03-30,up,3,10.270032127427942,3.320982463982669
ADANIENT,2022-03-31,down,1,5.667696142426837,-0.34936977642802125
ADANIENT,2022-04-04,up,2,11.028561324963771,0.9107706950848504
ADANIENT,2022-04-05,down,1,9.610947798049052,3.253906329590328
ADANIENT,2022-04-07,down,3,3.889632424018097,-3.896357429231345
ADANIENT,2022-04-18,down,4,2.522542656534821,0.6683571776090247
ADANIENT,2022-04-19,down,5,1.5613938191298082,-3.251599147121531
ADANIENT,2022-04-21,up,2,5.69326532870571,1.3557489713296178
ADANIENT,2022-04-22,down,1,3.9167701781824382,-1.955206069060711
ADANIENT,2022-04-26,up,1,-5.886866722059681,3.7721173478606707
ADANIENT,2022-07-11,down,1,7.791477333274588,2.1286950431909535
ADANIENT,2022-07-14,down,4,3.903444906700315,0.5309027157795798
ADANIENT,2022-07-15,up,1,3.2897078666567436,0.3302952790126046
ADANIENT,2022-07-18,up,2,2.4818765205393056,-1.1545791676561001
ADANIENT,2022-07-19,up,3,1.6886572807133238,0.32357211986224765
ADANIENT,2022-07-20,up,4,3.1964581198998365,-0.7200406656507341
ADANIENT,2022-07-21,up,5,2.6330675678498006,0.8182941055873805
ADANIENT,2022-07-22,up,6,5.921101960201791,-0.25661329215623807
ADANIENT,2022-07-25,down,1,5.2849097793014055,1.1232277734076312
ADANIENT,2022-07-29,up,3,15.103785161897033,-0.36793302075626144
ADANIENT,2022-08-01,up,4,12.930773199458478,0.9445525993222459
ADANIENT,2022-08-02,up,5,10.925488185190435,0.08398474500048714
ADANIENT,2022-08-03,up,6,9.790317882454636,0.5355130170430877
ADANIENT,2022-08-04,down,1,8.982144765910993,1.0772416899675452
ADANIENT,2022-08-05,up,1,7.913735146117151,-2.089461722553121
ADANIENT,2022-08-08,up,2,6.987696340576788,0.7284535125923641
ADANIENT,2022-08-10,up,3,5.463465043059723,0.6844075994660415
ADANIENT,2022-08-12,up,5,10.165714415752113,0.5714336164061917
ADANIENT,2022-08-16,up,6,9.292799350985725,3.4827292083074113
ADANIENT,2022-08-17,up,7,11.82533577351439,0.13562462303353673
ADANIENT,2022-08-19,down,1,4.805540684153775,-2.1215329504392644
ADANIENT,2022-09-02,down,2,8.427856805949506,2.88723696884563
ADANIENT,2022-09-05,up,1,5.007111173132439,-0.4797908222984537
ADANIENT,2022-09-07,down,2,2.6252871882327167,0.9859595423452383
ADANIENT,2022-09-13,up,4,6.331326118621283,-0.21244427194788695
ADANIENT,2022-09-14,down,1,-3.2353699534196534,0.09076749775778215
ADANIENT,2022-09-15,down,2,-4.284013657547203,3.5564968946840247
ADANIENT,2022-09-16,down,3,-14.274352251335898,-1.7914844793002094
ADANIENT,2022-11-04,up,1,6.666370423127033,5.741379991653317
ADANIENT,2022-11-07,up,2,0.24168350291984275,2.790115854272246
ADANIENT,2022-11-09,down,1,-2.872464049277168,-0.9610975790843246
ADANIENT,2022-11-14,down,1,-3.4108664928797827,-1.0848498374762983
ADANIENT,2023-05-22,up,2,22.777795631556707,19.126275628375833
ADANIENT,2023-05-23,up,3,4.401301919381595,14.84969697740528
ADANIENT,2023-08-03,down,3,1.8497624010112457,0.5812892972834494
ADANIENT,2023-08-18,down,2,-6.606637037894902,-0.09216767761579536
ADANIENT,2023-08-22,up,2,-5.358893649891905,1.519822624646694
ADANIENT,2024-01-31,up,1,2.4653076843220045,0.3576336319600193
ADANIENT,2024-02-01,down,1,3.0179274450274907,0.5522250888253089
ADANIENT,2024-02-07,up,2,-1.0492864288097148,-0.2316105530255297
ADANIENT,2024-02-19,up,5,-5.216210728946424,-0.8298992638808622
ADANIENT,2024-02-26,down,2,-8.507283727166847,0.07343811097986208
ADANIENT,2024-06-03,up,2,-8.748980113577753,1.2909022448098773
ADANIENT,2025-04-03,down,1,0.4663509663322296,-0.49959176261178406
ADANIENT,2025-06-09,up,4,2.4924789557859484,0.6992557034680935
ADANIENT,2025-06-10,up,5,1.114944825403974,0.4921210686507971
ADANIENT,2025-09-23,down,3,-5.220043115444762,-0.6471965108642452
ADANIENT,2026-04-23,down,2,5.275988332584913,0.8160309031769453
ADANIENT,2026-04-28,down,1,5.833687836890644,3.3599694150663106
ADANIENT,2026-04-29,up,1,2.203854741658451,-1.5295463860963698
ADANIENT,2026-05-04,up,1,10.459237006672195,0.569252544397636
ADANIENT,2026-05-06,up,1,7.332122779492201,0.5034489116297225
ADANIENT,2026-05-14,up,2,11.201319583887258,8.524408202019895
ADANIENT,2026-05-15,down,1,4.247144833621408,-1.2291483757682187
ADANIENT,2026-05-25,up,2,8.202870807983388,1.0253183033913649
ADANIENT,2026-05-26,down,1,6.0946804771724095,3.790545978225146
ADANIENT,2026-05-27,down,2,1.8001905316404887,-0.21697424271179822
ADANIENT,2026-06-05,down,1,-0.9609293797322116,-0.8196030196868653
ADANIENT,2026-07-01,up,1,0.8708454882391692,1.1336202191538414
ADANIENT,2026-07-02,up,2,-4.913809473836849,0.8355880928613724
ADANIGREEN,2021-10-05,up,2,0.8571689697983498,3.014635130779819
ADANIGREEN,2021-10-06,down,1,-7.1997715152641195,-0.901994094567804
ADANIGREEN,2021-11-12,up,1,12.183477550399058,6.040311264191889
ADANIGREEN,2021-11-15,up,2,8.337827666149522,1.1733062884884182
ADANIGREEN,2021-11-17,down,2,4.951259357494764,-3.0484721200500386
ADANIGREEN,2021-11-22,down,4,1.527985585566416,-2.610930960975688
ADANIGREEN,2021-11-23,up,1,4.481609057584457,3.29229462425904
