ticker,date,gap_pct,day0_close_pnl,day1_open_pnl
360ONE,2025-06-16,0.2052004500820992,1.1983539334577298,1.406013411204876
360ONE,2025-06-25,1.0084033613445342,-0.6311156218503311,0.3709235483494888
360ONE,2025-07-03,0.0,0.9760517456709028,0.9760517456709028
360ONE,2025-07-04,-0.11241564048637409,0.29979800826402947,0.18704534792650662
360ONE,2025-07-07,-0.9577015163607316,-0.5689333376612038,-1.521186170820077
360ONE,2025-10-20,1.4197520548106413,-0.40492027245877527,1.0090829184632666
360ONE,2026-08-05,0.0922798310350359,1.0280793646757713,1.121307905611424
360ONE,2026-08-20,0.41562759767248547,0.0012468983403790546,0.4168796784664863
AARTIIND,2021-10-07,0.49967841751143993,-0.7088333795588042,-0.21269684946113587
AARTIIND,2021-10-08,0.42368619534813856,-1.0061755055997823,-0.5867523369698424
AARTIIND,2021-10-11,0.0,-1.582237476168058,-1.582237476168058
AARTIIND,2021-10-18,0.817081040414136,1.6783900722782574,2.509184919757157
AARTIIND,2023-09-13,0.769824941279329,-0.2700441181285096,0.4977019561769991
AARTIIND,2023-09-14,0.4785604676806887,-1.9058321629168207,-1.436392254548191
AARTIIND,2023-11-29,0.49172999552973273,3.7025134195935117,4.212449784195882
AARTIIND,2023-11-30,0.6584332235614276,-2.02628498962778,-1.3811934996420971
AARTIIND,2023-12-06,0.43425394250311555,-0.028650429001353395,0.40547909788428704
AARTIIND,2023-12-15,0.8795690290361868,0.2485908062948683,1.1303463630722543
AARTIIND,2023-12-18,0.6556580839895298,0.5793202121992858,1.2387766559922797
AARTIIND,2023-12-19,0.6158646493089837,0.2682120080709671,0.8857284803228449
AARTIIND,2023-12-26,0.458067371014903,2.2646468285096644,2.7330878077146847
AARTIIND,2023-12-27,-0.11614401858304202,1.1869784933599803,1.0694558702550205
AARTIIND,2023-12-29,0.6311632966727654,-0.6733561411631728,-0.046442821309311544
AARTIIND,2024-01-19,-0.42716516567596896,4.078641869996669,3.634054167019407
AARTIIND,2024-02-12,0.13351497502729348,-0.48275306170371124,-0.3498826343061978
AARTIIND,2024-02-16,0.0,-1.468299553950947,-1.468299553950947
AARTIIND,2024-04-29,0.07942488304828466,-1.4627913783634594,-1.3845283156566968
AARTIIND,2024-07-02,0.42194092827003704,-1.577253953581026,-1.1619681052838948
AARTIIND,2025-05-16,0.0,-0.18206546905129573,-0.18206546905129573
AARTIIND,2025-05-19,0.667693888032872,1.6002403621947048,2.278618957319778
AAVAS,2024-04-26,0.9254310047439152,-2.6677665113928994,-1.767023845079585
AAVAS,2025-03-20,0.0,1.890219208051569,1.890219208051569
AAVAS,2025-03-24,-0.017458617051080427,-0.1714355637385201,-0.18886425051104494
AAVAS,2025-03-26,-0.9237175114945595,-0.8127690465524973,-1.7289788680360463
AAVAS,2025-03-27,-0.4407795796808833,1.4491291329388423,1.0019620879567537
AAVAS,2025-04-01,-0.2900241454668717,-1.3932688657366188,-1.679252195081582
AAVAS,2025-04-02,-0.8225372826738631,-2.290033407670211,-3.093734311780305
ABB,2022-05-31,0.0,0.9688181167740062,0.9688181167740062
ABB,2022-06-01,0.14859047768607248,-0.967202171627668,-0.8200488642685966
ABB,2022-08-10,0.8861554177559627,-2.3981899219919667,-1.5332861941578124
ABB,2022-08-16,0.38302614410801183,1.1783189316575182,1.5658583453347363
ABB,2022-08-17,-0.4426402292080911,-0.9513533879654923,-1.3897825443565215
ABB,2022-08-24,-0.34145146428137263,3.7554968317484283,3.4012221685439936
ABB,2022-08-25,0.20990007191294957,1.2575235644964433,1.4700631792755825
ABB,2022-08-26,-0.9666757064882403,-0.602535453051356,-1.5633865956919735
ABB,2022-08-30,-0.24059758351850924,0.762502898423767,0.5200707513574043
ABB,2022-09-01,-0.40250172954164887,3.4679942127558316,3.051533746527446
ABB,2023-02-17,0.5707682043832651,-2.786692632050025,-2.2318299831643906
ABB,2023-03-01,0.19780002490470405,1.4775200428983837,1.678242602815927
ABB,2023-03-02,0.37762680378230495,-0.38661255201546396,-0.010445700856354101
ABB,2023-03-03,0.33495763706345993,-0.828212108959403,-0.49602863160598254
ABB,2023-03-08,0.40977715328940345,-0.050971898624108114,0.35859638347013334
ABB,2023-03-09,-0.24055201722993358,-0.8166060941555031,-1.0551937489531205
ABB,2023-05-08,0.324773923064825,0.8000689368419245,1.127441275180141
ABB,2023-05-10,-0.01179287312461641,-0.5743842918062181,-0.5861094285200541
ABB,2023-05-11,-0.24090582563573992,0.04541561425519536,-0.19559962024101596
ABB,2023-05-12,-0.19150166097116061,1.363912792953248,1.1697992163293813
ABB,2023-05-26,0.5293701522410821,0.42530575442130125,0.956927348382064
ABB,2023-05-29,-0.07813905262908927,-0.030048067708454695,-0.10816364106210896
ABB,2023-05-31,0.1369374555243219,1.1188090132237871,1.2572785373429873
ABB,2023-06-13,0.16667891194139806,-0.01609064036643959,0.15056145187068992
ABB,2023-06-14,-0.22644683000817567,-0.0379007407868337,-0.26426174576894557
ABB,2023-06-19,-0.3662518460115227,-1.4471440930194812,-1.8080957470758774
ABB,2023-06-21,-0.35154638137699923,-1.5091525204602552,-1.8553935307621172
ABB,2023-12-04,0.6899572490957295,3.1962249224203765,3.9082347570657427
ABB,2023-12-05,0.17331535869469228,2.9785961853395992,3.1570739086969724
ABB,2023-12-15,-0.02275232433726071,-1.5229982713586887,-1.545404078189594
ABB,2023-12-18,0.6873434728640104,-1.3281192494615346,-0.6499045175705542
ABB,2024-03-04,-0.20509105109727255,0.9281726218959285,0.7211779718124145
ABB,2024-03-05,-0.36702425337454825,-0.21911453050281748,-0.5853345804077592
ABB,2024-03-07,0.5250583492180327,0.38531120620672876,0.9123926640834279
ABB,2024-03-11,0.14808053273884791,0.35028754116590566,0.49888678156182475
ABB,2024-03-22,-1.4478651298334366,0.06423167452516143,-1.3845634433260368
ABB,2024-03-27,0.010349834515399614,3.5475303013396964,3.558247299370665
ABB,2024-03-28,0.9684255517819373,-0.2001896161930361,0.7662972481936814
ABB,2024-04-01,0.6203269701219538,0.0052266275361478876,0.6255860198383312
ABB,2024-04-04,0.29684538971554986,-1.5049139906699205,-1.2125358687548493
ABB,2024-04-05,0.0022474619602474988,0.21467233584675505,0.21692462248608102
ABB,2024-04-08,0.287324153886348,-0.2585736098225766,0.028007599627177804
ABB,2024-05-06,0.5280699363584995,1.7057583607185123,2.2428358941668947
ABB,2024-05-08,0.2539395415173784,1.576633876074185,1.834577114427871
ABB,2024-05-13,0.6356263894542469,10.065494086784167,10.76509941288295
ABB,2024-05-16,-0.062014417352562745,0.9144156131649206,0.8518341262976792
ABB,2024-05-21,0.06667441127019558,1.3905241995944007,1.4581257346882426
ABB,2024-06-03,0.25206232813932417,0.9858056195000131,1.240352792234778
ABB,2024-06-14,1.4406895267461195,2.397311786759304,3.8725391333407355
ABB,2024-07-04,0.0017254942560551711,-0.547155403097388,-0.5454393499763732
ABB,2024-10-09,0.4841564693767175,1.3575401790014263,1.8482692669791856
ABB,2024-10-14,0.5775625692783448,-1.0654604767463827,-0.4940516083721813
ABB,2024-10-16,0.06443340585895463,0.4226148504227645,0.4873205614235321
ABB,2024-12-11,0.1973152191492744,-0.41698274570816096,-0.22049029697739364
ABB,2024-12-16,0.0,0.8230977852007548,0.8230977852007548
ABB,2025-05-26,0.05836738097222405,-0.38122269527226527,-0.3230778240029375
ABB,2025-05-30,-0.18422374811589703,-2.120370142696726,-2.300687665461809
ABB,2025-06-06,0.6940427993059606,-1.5790612156608153,-0.895977777018786
ABB,2025-06-09,0.7240547063555924,0.1389296735495149,0.863990306744955
ABB,2026-02-16,0.5859375,-0.4298696862390816,0.15354904606810216
ABB,2026-02-20,1.720394187406038,0.2897968072097523,2.0151766420423156
ABB,2026-03-10,0.08836051088441099,-0.19285571978956417,-0.10466561720443579
ABB,2026-03-11,-0.6050955414012793,-0.019900497512426174,-0.6248756218905305
ABB,2026-03-12,0.4758932750819067,0.82394352348929,1.3037578903899671
ABB,2026-03-13,0.11732499022292231,-1.070121822646608,-0.9540523527474809
ABB,2026-04-08,0.15232292460014563,2.387747781468841,2.5437077933218033
ABB,2026-04-09,0.423344420925309,-0.05171953279391461,0.37140593637476904
ABB,2026-04-10,-1.9607843137254943,2.760812019397152,0.7458941366638827
ABB,2026-04-15,0.0072748435908653875,-0.9658102939793745,-0.9586057115767765
ABB,2026-04-17,0.3556440714133302,0.02184131537366074,0.37756306413023744
ABB,2026-04-20,0.5867560771165126,0.5560928942749399,1.146111880243006
ABB,2026-04-22,0.0,3.138926584374402,3.138926584374402
ABB,2026-08-04,0.6233766233766147,-0.2968112136305767,0.3247151580247243
ABCAPITAL,2022-12-05,-0.0945439030916373,2.9750080246022437,2.877651432806849
ABCAPITAL,2022-12-06,-0.18933610447200433,-0.9662741658397644,-1.1537807644476539
ABCAPITAL,2023-06-28,-0.7235110576146786,-0.39456265229221854,-1.1152190054883437
ABCAPITAL,2023-06-30,0.4075410286910941,0.320179343955318,0.7290252348384207
ABCAPITAL,2023-07-03,0.0,-1.432396626351573,-1.432396626351573
ABCAPITAL,2024-01-15,-0.08372531487276236,-1.5145301687779833,-1.5969874384980987
ABCAPITAL,2024-02-26,0.2640612537010645,-0.6549051749548007,-0.3925732720692743
ABCAPITAL,2024-04-16,1.2039297042959252,-2.9767296837709623,-1.808637712354566
ABCAPITAL,2024-04-23,1.1989812181446124,2.2612086975150936,3.4873013832459554
ABCAPITAL,2024-04-24,0.6934812662212853,-2.1709619847318673,-1.4925359331714905
ABCAPITAL,2024-04-25,1.3054830113837346,1.3324731395208067,2.655351361372249
ABCAPITAL,2024-04-26,0.7349748922665489,-0.303551794269008,0.4291920685246309
ABCAPITAL,2024-04-29,0.4570979145708032,1.0562284571637326,1.5181543699853473
ABCAPITAL,2024-04-30,0.4969789047565287,-4.71808153887755,-4.244550504078459
ABCAPITAL,2024-05-24,0.6344331344917187,-0.8878006604391642,-0.2590000275055071
ABCAPITAL,2024-06-20,0.4238329195904722,-0.6120236367626486,-0.19078467482045447
ABCAPITAL,2024-09-02,0.5243158034082374,-0.07484404796054278,0.4490793362763368
ABCAPITAL,2024-09-03,-2.1656936109459957,-1.6045536815496586,-3.7354975759301356
ABCAPITAL,2024-10-01,0.8139491925129194,0.2647349949068234,1.0808389957730924
ABCAPITAL,2025-04-21,0.251861569954448,1.2475339349304226,1.5025375634390992
ABCAPITAL,2025-04-22,0.5544056439100942,-1.0654314832940992,-0.5169326516593853
ABCAPITAL,2025-04-23,-0.4663915956483966,-0.021612692082229046,-0.4879034879511579
ABCAPITAL,2025-05-14,-0.15114818315719036,3.400179250559865,3.2438917582413795
ABCAPITAL,2025-05-21,0.2438333196794762,0.16737585041612935,0.41161728818801535
ABCAPITAL,2025-05-22,1.016030720707528,-0.6545299196981103,0.35485057594906166
ABCAPITAL,2025-06-02,0.1962894513820146,-0.4708729636246689,-0.275507786199658
ABCAPITAL,2025-06-03,0.5527573718868917,-1.7645236371756412,-1.2215197997719307
ABCAPITAL,2025-06-06,0.6812031673639751,1.952922191149753,2.6474287263359875
ABCAPITAL,2025-06-09,0.6327287597277742,2.1690950418637778,2.8155482897472606
ABCAPITAL,2025-06-10,1.3764099099501381,-0.7551701157203605,0.6108455579200367
ABCAPITAL,2025-06-11,0.0,-0.7393682140966473,-0.7393682140966473
ABCAPITAL,2025-06-17,0.34886887519858245,1.1317914849464206,1.4846088283681391
ABCAPITAL,2025-06-18,-0.4800417334383855,-0.3107586266796303,-0.7893085890196883
ABCAPITAL,2025-06-20,-0.5686226345740453,-0.16765862037850798,-0.7353279100882681
ABCAPITAL,2025-06-23,1.6552055640666197,0.11539077130979791,1.7725062898435562
ABCAPITAL,2025-06-24,0.5752415445074543,1.1662682618011733,1.7482186658709153
ABCAPITAL,2025-06-26,0.0,0.4093640841567714,0.4093640841567714
ABCAPITAL,2025-07-01,0.03561471077746514,0.47214089241858215,0.5079237548093474
ABCAPITAL,2025-08-18,0.5650736846212201,-0.7953213171871587,-0.23474178403753987
ABCAPITAL,2025-08-19,0.087001912194129,-0.514819013502521,-0.4282650036944835
ABCAPITAL,2025-08-21,0.1716443600936035,0.0865773527476188,0.2583703179843244
ABCAPITAL,2025-09-12,0.3087457620872591,-1.1250229388336752,-0.8197506373925689
ABCAPITAL,2025-10-01,0.2501250574399094,-0.3479555408644308,-0.09870080742097054
ABCAPITAL,2025-10-03,0.34544752452700944,0.27779077291205656,0.6241979187874724
ABCAPITAL,2025-10-07,-0.9884678747940745,-0.9868689340184256,-1.9655819264334018
ABCAPITAL,2025-10-23,0.2759760076349371,-0.10832011559619437,0.1673569545082687
ABCAPITAL,2025-10-28,0.12795709810444755,-0.2741942034841127,-0.14658795632561672
ABCAPITAL,2025-10-30,0.04590710516108043,2.1596386043333693,2.2065371370596276
ABCAPITAL,2025-10-31,0.44724911624223207,-1.88957153306345,-1.4507735088036156
ABCAPITAL,2025-11-03,0.34405202587415307,-0.21389833257199342,0.1294177717556355
ABCAPITAL,2025-11-07,0.23661277093376398,0.12437991693783346,0.36128698663955294
ABCAPITAL,2025-11-25,0.43421622434363094,1.9671756767426274,2.4099336970360152
ABCAPITAL,2025-11-26,0.05717902058637314,0.3632357547892484,0.42062247002263575
ABCAPITAL,2025-11-27,0.3553660270078085,-0.2280466992036545,0.1265089273094766
ABCAPITAL,2025-11-28,-0.013961121260430698,0.8117291237062396,0.7976546759585368
ABCAPITAL,2025-12-09,0.3433594401631712,0.4544613678856724,0.7993812440573622
ABCAPITAL,2025-12-10,0.7104019240144144,-2.626989330116869,-1.9352495888472543
ABCAPITAL,2026-04-22,-0.6986062508560487,-0.5116932211270742,-1.2067247511551193
ABCAPITAL,2026-05-04,0.39034439198810666,-2.9664837926303145,-2.5877189037659676
ABCAPITAL,2026-05-05,1.1500606418983539,-0.40090639630814273,0.7445435789154242
ABCAPITAL,2026-05-06,0.41971794253508055,1.0206665074541377,1.4446683704544494
ABCAPITAL,2026-05-07,0.0,-1.4324351397375423,-1.4324351397375423
ABCAPITAL,2026-05-29,0.8808181432846229,-1.7416332796010292,-0.8761557582326107
ABCAPITAL,2026-06-24,0.6965552393689789,-0.39659867430735796,0.2971940362164638
ABCAPITAL,2026-06-25,0.0,-1.9279421824123455,-1.9279421824123455
ABCAPITAL,2026-07-03,0.2616792007398505,-0.024107864970723814,0.23750825050077307
ABCAPITAL,2026-07-06,0.0,0.6694920459431319,0.6694920459431319
ABFRL,2021-10-05,0.5477284284247652,1.3260415466554099,1.8810330816039444
ABFRL,2021-10-07,0.4248768364032651,-0.6893059804158219,-0.26735784545529606
ABFRL,2021-10-08,0.8766803247646004,-2.4176093453208147,-1.562123726016329
ABFRL,2021-10-12,0.7354292738466439,2.112085687423737,2.863047857704415
ABFRL,2021-11-02,0.98924194485841,4.929231307127568,5.967235275635163
ABFRL,2021-11-03,0.03507140300060829,-2.0940824148246273,-2.059745435906901
ABFRL,2021-11-09,-0.1798815349039251,1.4434351160416803,1.260957107895666
ABFRL,2021-11-10,0.033125573215442294,-2.118602198988162,-2.086178424895291
ABFRL,2022-01-12,0.8138223904251118,0.4197917928078443,1.237030542835993
ABFRL,2022-01-13,-0.632197156705705,-0.3035800075084194,-0.9338579400383296
ABFRL,2022-01-14,0.3896143529322327,-0.9477479840943714,-0.561826193337811
ABFRL,2022-01-17,0.674484041223189,-0.9587553746735256,-0.2907379854468761
ABFRL,2022-01-18,-1.2092873028671236,-2.3089396736080237,-3.490305262171345
ABFRL,2022-09-02,0.1626280631478183,-0.8040154958844248,-0.6426949875649735
ABFRL,2022-09-07,0.6211180124223503,1.4559918730251642,2.0861533132302768
ABFRL,2024-02-06,0.7067149875638279,-0.6145753786978014,0.08779631255488862
ABFRL,2024-02-07,0.913251341530974,1.7282776055770332,2.657312465526318
ABFRL,2024-02-08,0.521741489281391,-2.6606099935106986,-2.152750010433413
ABFRL,2024-04-23,0.9487666034155628,7.234787209148541,8.252195057432687
ABFRL,2024-04-26,0.9123114199953042,-2.191103125037941,-1.2987813890762312
ABFRL,2024-05-21,0.21322178981153517,4.419168487820424,4.641812907776455
ABFRL,2024-05-24,0.32753395863245327,0.12383452830169173,0.4517740870668474
ABFRL,2024-05-28,-2.7121609798775204,-3.0919004349842405,-5.720204097727444
ABFRL,2024-05-29,0.0,0.0036753978549519672,0.0036753978549519672
ABFRL,2024-05-30,-0.017081084575876204,-3.2577994094364127,-3.2743240265398543
ABFRL,2024-06-05,0.8524610175461023,-0.2522310387258253,0.5980798075409854
ABFRL,2024-06-06,-0.21726014292682283,2.9369126685284463,2.713271784940341
ABFRL,2024-06-07,0.0,-0.8949072740655262,-0.8949072740655262
ABFRL,2024-06-10,0.4321635572557492,-2.143798853466994,-1.7209000135967822
ABFRL,2024-07-04,-0.2992220118114508,-0.10894212195796671,-0.40783815496038267
ABFRL,2024-07-29,0.8087046312950541,1.1685407263413827,1.98669540060894
ABFRL,2024-09-24,0.10054757178359353,-1.4459657855717012,-1.346872097274321
ABFRL,2024-09-27,0.25560746403956447,-1.0315636215769586,-0.7785929111504553
ABFRL,2025-09-22,-0.2888363957690321,-0.4975124378109319,-0.7849118365860885
ABREL,2024-04-25,-0.22086527218396768,-1.4196618913413284,-1.6373916234248886
ABREL,2024-04-26,1.0639362880138226,-0.02448589818720981,1.0391898754703366
ABREL,2024-04-29,0.35008752188046,-0.8224027128232558,-0.47519432021998487
ABREL,2024-05-15,0.8325422610239386,-1.077152661626557,-0.25357815172640796
ABREL,2024-05-17,1.3739752915367776,1.3871817383669827,2.7802165642376364
ABREL,2024-05-21,0.594725896284376,-0.7697124113627107,-0.1795641941156112
ABREL,2024-05-24,0.4762697693418749,0.44116013199957393,0.919531013684538
ABREL,2024-07-02,0.732984293193728,-0.8753319808966764,-0.14876373363623685
ABREL,2024-09-11,0.09948355246993668,2.7805674259630875,2.882817185687192
ABREL,2024-09-12,0.0,2.9845231875671896,2.9845231875671896
ABREL,2024-09-13,-0.1622939523500455,2.008590922594644,1.8430371486497732
ACC,2022-04-11,0.0,1.0364232653806926,1.0364232653806926
ACC,2022-04-25,1.3019142165811903,-1.47964754117067,-0.19699706628327762
ACC,2022-04-26,-0.2228198354545019,-0.8471289743886667,-1.0680612384563415
ACC,2022-04-27,1.408574791770345,0.011074098548502498,1.419804877279418
ACC,2022-04-28,0.0,0.13445001098035814,0.13445001098035814
ACC,2022-09-07,0.6443968391588006,1.6341789884768199,2.289106425383558
ACC,2022-09-09,0.39735804682554665,-4.023203142037001,-3.6418316166364817
ACC,2022-09-13,-0.8842506051087162,1.8034377747447428,0.9032402602001
