ticker,i,date,swing_pnl,day1_pnl,early_version
FEDERALBNK,623,2024-03-05,-4.258342448285712,-0.9118463606745619,False
FEDERALBNK,624,2024-03-06,-3.567398971352187,-0.022786819996745145,False
FEDERALBNK,658,2024-04-30,0.677476030257429,4.820834565361398,False
FEDERALBNK,659,2024-05-02,-1.222703363066624,1.8291513862415565,False
FEDERALBNK,786,2024-11-04,2.995670820331564,-1.2184073634705195,False
FEDERALBNK,881,2025-03-24,2.9582101862372756,3.956880693375542,False
FEDERALBNK,884,2025-03-27,1.8929630413864418,-0.6538506422770984,False
FEDERALBNK,1015,2025-10-08,6.022511603396485,1.2842957401088428,False
FEDERALBNK,1016,2025-10-09,4.157348037434927,1.1698283335701554,False
FEDERALBNK,1017,2025-10-10,8.676949929438283,-0.40658023046252767,False
FEDERALBNK,1018,2025-10-13,7.498095986345055,0.8043184657416713,False
FEDERALBNK,1019,2025-10-14,5.831499099842574,0.24817649621478033,False
FEDERALBNK,1020,2025-10-15,4.606597489890696,-0.26718260549105644,True
FEDERALBNK,1084,2026-01-19,0.8606459061934357,-0.64047360369619,False
FEDERALBNK,1087,2026-01-22,2.3606278306838036,0.5498865022013133,False
FEDERALBNK,1138,2026-04-10,1.2079534516679091,-1.9101086531455258,False
FEDERALBNK,1140,2026-04-15,-0.15762349652249652,-1.6021514969983386,True
FINCABLES,1222,2026-08-12,7.33185648612289,,False
FIRSTCRY,200,2025-06-05,-11.906486527099547,,False
FIRSTCRY,201,2025-06-06,-5.15714408616218,,False
FIRSTCRY,216,2025-06-27,-7.992598901837688,,False
FIRSTCRY,264,2025-09-05,-7.908482735826238,,False
FIRSTCRY,265,2025-09-08,-11.660432845452595,,False
FIVESTAR,511,2024-12-18,5.2729630224712665,,False
FIVESTAR,512,2024-12-19,4.220304789772578,,False
FIVESTAR,513,2024-12-20,3.684746812852402,,False
FIVESTAR,514,2024-12-23,0.2503836365854051,,True
FIVESTAR,516,2024-12-26,-14.932878851420494,,True
FIVESTAR,725,2025-10-30,-5.003258989941539,,False
FIVESTAR,726,2025-10-31,-7.199871315121853,,False
FLUOROCHEM,746,2024-09-06,20.492525964105646,,False
FLUOROCHEM,747,2024-09-09,11.338773226322463,,False
FLUOROCHEM,749,2024-09-11,5.96817000026042,,False
FLUOROCHEM,750,2024-09-12,-0.096945530973791,,False
FLUOROCHEM,751,2024-09-13,-8.77398349576235,,False
FLUOROCHEM,752,2024-09-16,-7.728769687377701,,False
FORCEMOT,958,2025-11-03,-6.48325245624145,3.4168831277301415,False
FORCEMOT,959,2025-11-04,-9.144312358414663,-0.9957481209683983,False
FORCEMOT,962,2025-11-10,-3.1742807181068255,-3.344234259712908,False
FORCEMOT,998,2025-12-31,5.627171905858974,2.9653472723387475,True
FORCEMOT,1024,2026-02-09,4.791358522701827,1.277396799784869,False
FORCEMOT,1025,2026-02-10,-4.929694511850535,4.927478420813536,False
FORCEMOT,1026,2026-02-11,-9.924947954886875,4.709623437990462,False
FORTIS,881,2025-03-25,1.7904198067455468,-1.5126911631106466,False
FORTIS,883,2025-03-27,1.7505809220835111,0.9009640660837981,False
FORTIS,884,2025-03-28,-1.8919269499771407,2.71697458865805,False
FORTIS,1141,2026-04-17,3.055342000274064,0.51437726621133,False
FORTIS,1143,2026-04-21,5.591313652806429,1.7276807876595912,False
FORTIS,1144,2026-04-22,2.2798458078665984,-1.3982811658968308,True
FSL,86,2022-01-03,-18.588873812754404,,False
FSL,772,2024-10-15,-3.352345028923731,,False
FSL,774,2024-10-17,2.7226328485623785,,False
